Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
5/31/2023,Widget C,West,931,33,Female,4.550433318
6/1/2023,Widget D,East,798,30,Male,2.471402778
6/2/2023,Widget B,East,189,42,Male,1.571296442
6/3/2023,Widget D,West,545,69,Female,3.783526297
6/4/2023,Widget B,East,431,21,Female,1.658312579
6/5/2023,Widget D,South,238,28,Female,4.014722062
6/6/2023,Widget C,South,456,49,Female,4.872448946
6/7/2023,Widget B,South,700,66,Female,4.118211475
6/8/2023,Widget C,West,373,24,Male,1.089796994
6/9/2023,Widget B,East,118,63,Female,3.399543152
6/10/2023,Widget C,East,410,28,Female,3.781642684
6/11/2023,Widget C,North,969,45,Female,4.301833303
6/12/2023,Widget B,North,985,58,Male,1.224009236
6/13/2023,Widget B,East,253,40,Female,2.920431312
6/14/2023,Widget B,East,489,62,Female,3.141483491
6/15/2023,Widget A,East,359,40,Female,1.676499451
6/16/2023,Widget D,West,719,67,Male,2.289799239
6/17/2023,Widget A,East,982,45,Female,2.760886905
6/18/2023,Widget A,North,896,60,Female,4.332838752
6/19/2023,Widget C,West,670,64,Female,4.717630264
6/20/2023,Widget B,East,224,43,Male,3.513691316
6/21/2023,Widget D,North,453,42,Male,2.579780744
6/22/2023,Widget C,West,372,46,Male,2.016124071
6/23/2023,Widget A,East,718,36,Male,4.928540738
6/24/2023,Widget B,East,910,50,Female,4.932079992
6/25/2023,Widget C,East,344,53,Female,4.699907793
6/26/2023,Widget B,West,947,31,Male,4.1426766
6/27/2023,Widget C,North,549,31,Male,2.303118175
6/28/2023,Widget B,North,346,52,Female,4.268001934
6/29/2023,Widget A,South,619,47,Female,2.635172069
6/30/2023,Widget D,East,240,45,Male,2.307092393
7/1/2023,Widget A,South,461,34,Male,3.979461434
7/2/2023,Widget D,South,107,20,Male,1.31861571
7/3/2023,Widget B,North,577,33,Male,1.194250893
7/4/2023,Widget C,West,451,63,Female,2.791814789
7/5/2023,Widget A,West,594,47,Male,2.782555203
7/6/2023,Widget D,North,705,69,Male,4.582576612
7/7/2023,Widget A,West,932,46,Female,1.504612385
7/8/2023,Widget D,South,526,62,Female,1.49313571
7/9/2023,Widget A,East,138,32,Female,1.589810402
7/10/2023,Widget D,North,692,63,Female,1.118945045
7/11/2023,Widget D,East,286,42,Female,1.286926951
7/12/2023,Widget B,West,695,68,Male,3.639479467
7/13/2023,Widget D,East,699,55,Male,2.726337316
7/14/2023,Widget B,West,853,59,Male,4.054412268
7/15/2023,Widget D,West,953,64,Female,4.970390874
7/16/2023,Widget C,South,192,69,Male,3.636138724
7/17/2023,Widget C,West,185,55,Female,1.201822282
7/18/2023,Widget C,South,143,40,Male,1.418251459
7/19/2023,Widget D,South,236,42,Male,4.524016339
7/20/2023,Widget B,South,520,59,Female,3.109983778
7/21/2023,Widget B,North,173,24,Female,4.299348638
7/22/2023,Widget D,North,647,39,Male,4.426449345
7/23/2023,Widget C,West,712,34,Male,4.710698166
7/24/2023,Widget C,South,611,35,Male,4.799316822
7/25/2023,Widget B,North,255,66,Male,3.219303186
7/26/2023,Widget C,South,354,58,Male,2.364080689
7/27/2023,Widget A,East,270,27,Female,4.847459497
7/28/2023,Widget B,East,827,27,Female,3.189625624
7/29/2023,Widget C,East,269,24,Female,1.257010892
7/30/2023,Widget B,West,863,65,Female,3.5711062
7/31/2023,Widget A,South,971,67,Male,3.350739002
8/1/2023,Widget B,East,421,55,Male,4.583171492
8/2/2023,Widget B,North,666,44,Female,3.612748757
8/3/2023,Widget B,East,555,69,Male,2.396209698
8/4/2023,Widget B,East,702,50,Female,4.864902903
8/5/2023,Widget A,East,889,18,Male,4.206477944
8/6/2023,Widget D,West,712,61,Male,3.521670474
8/7/2023,Widget B,North,254,51,Male,2.171700814
8/8/2023,Widget B,South,988,21,Female,2.494161185
8/9/2023,Widget C,North,448,34,Female,3.679879696
8/10/2023,Widget B,South,550,21,Female,1.287923274
8/11/2023,Widget C,West,975,60,Female,2.026722367
8/12/2023,Widget D,West,752,43,Male,3.855603734
8/13/2023,Widget A,West,272,21,Male,2.920074039
8/14/2023,Widget A,West,109,18,Male,2.609574259
8/15/2023,Widget D,South,839,24,Male,1.60583049
8/16/2023,Widget A,East,364,47,Female,2.767396138
8/17/2023,Widget D,South,537,67,Male,4.082767883
8/18/2023,Widget D,North,859,26,Male,2.056051384
8/19/2023,Widget D,West,346,52,Male,1.021594169
8/20/2023,Widget A,West,766,25,Female,3.674019605
8/21/2023,Widget C,North,645,41,Female,4.890506418
8/22/2023,Widget D,South,598,36,Female,3.427306254
8/23/2023,Widget B,East,228,53,Male,1.479687436
8/24/2023,Widget A,East,771,67,Female,2.282932369
8/25/2023,Widget D,North,700,69,Male,4.470566459
8/26/2023,Widget D,East,704,60,Male,1.930272297
8/27/2023,Widget B,South,426,44,Male,3.430783614
8/28/2023,Widget C,South,852,49,Female,2.610684833
8/29/2023,Widget C,North,934,31,Female,1.831374886
8/30/2023,Widget C,South,503,35,Male,4.253627574
8/31/2023,Widget D,West,728,45,Male,3.971325106
9/1/2023,Widget D,North,705,46,Female,3.646364264
9/2/2023,Widget D,South,774,33,Female,1.945346361
9/3/2023,Widget A,North,710,52,Female,1.391428011
9/4/2023,Widget B,East,724,64,Male,3.304637319
9/5/2023,Widget D,South,458,48,Male,3.214711334
9/6/2023,Widget B,West,702,21,Male,1.753540037
9/7/2023,Widget B,South,957,54,Female,1.224986777
9/8/2023,Widget C,North,817,34,Female,1.322833817
9/9/2023,Widget A,North,116,56,Female,4.971083946
9/10/2023,Widget D,South,373,65,Male,4.134335579
9/11/2023,Widget C,West,784,63,Male,4.687949904
9/12/2023,Widget C,West,215,43,Female,1.780218889
9/13/2023,Widget D,West,960,65,Male,4.842274145
9/14/2023,Widget B,North,792,56,Female,1.570617406
9/15/2023,Widget C,South,190,58,Male,3.036327314
9/16/2023,Widget B,East,181,21,Female,4.318782738
9/17/2023,Widget A,North,423,47,Male,2.399213418
9/18/2023,Widget B,West,213,47,Male,2.699314133
9/19/2023,Widget A,South,868,39,Female,1.512740441
9/20/2023,Widget B,West,157,28,Female,1.49168752
9/21/2023,Widget C,East,253,19,Female,3.478272899
9/22/2023,Widget C,West,976,61,Female,3.702129474
9/23/2023,Widget A,West,503,29,Female,4.109330056
9/24/2023,Widget D,East,727,47,Male,3.226728211
9/25/2023,Widget A,South,954,53,Female,3.583037169
9/26/2023,Widget A,North,365,35,Female,1.054069087
9/27/2023,Widget B,South,414,43,Female,1.648682909
9/28/2023,Widget B,East,814,24,Male,4.939659064
9/29/2023,Widget A,West,140,18,Female,1.303974025
9/30/2023,Widget C,South,204,43,Female,3.715152889
10/1/2023,Widget B,North,989,40,Female,1.704330532
10/2/2023,Widget D,East,292,43,Male,3.866874343
10/3/2023,Widget B,South,500,62,Male,3.823961612
10/4/2023,Widget B,North,377,23,Female,1.936796239
10/5/2023,Widget D,East,453,23,Male,2.078537597
10/6/2023,Widget A,North,848,61,Female,3.619082854
10/7/2023,Widget D,East,832,25,Male,2.560344155
10/8/2023,Widget A,West,679,41,Female,1.778191879
10/9/2023,Widget A,South,808,39,Male,3.926718395
10/10/2023,Widget A,North,355,36,Female,1.616590097
10/11/2023,Widget D,East,750,54,Female,4.422574657
10/12/2023,Widget A,North,923,35,Male,3.058678096
10/13/2023,Widget C,North,760,48,Female,1.422802416
10/14/2023,Widget D,South,198,54,Female,3.776289334
10/15/2023,Widget C,West,687,47,Female,3.076652158
10/16/2023,Widget A,North,381,59,Female,2.192230287
10/17/2023,Widget B,East,982,50,Male,2.690157521
10/18/2023,Widget A,East,502,27,Female,2.193350974
10/19/2023,Widget C,West,208,54,Male,2.052103343
10/20/2023,Widget C,East,799,29,Male,1.654433683
10/21/2023,Widget D,West,298,47,Male,2.451068533
10/22/2023,Widget B,East,402,44,Male,2.003948825
10/23/2023,Widget D,South,426,56,Female,3.733737948
10/24/2023,Widget C,North,253,26,Female,3.735506965
10/25/2023,Widget A,South,651,38,Male,3.00736097
10/26/2023,Widget B,North,744,29,Female,4.11177811
10/27/2023,Widget A,North,504,46,Male,4.365358876
10/28/2023,Widget A,North,561,50,Female,3.31906583
10/29/2023,Widget B,South,231,60,Female,3.475740651
10/30/2023,Widget D,North,890,32,Female,2.131543639
10/31/2023,Widget A,South,973,19,Male,4.579476803
11/1/2023,Widget C,West,183,69,Male,1.096824178
11/2/2023,Widget A,East,498,56,Female,2.394409878
11/3/2023,Widget B,East,853,61,Male,3.887201686
11/4/2023,Widget B,North,727,35,Male,1.320358039
11/5/2023,Widget B,South,208,20,Female,1.73267811
11/6/2023,Widget D,East,320,24,Male,3.357142911
11/7/2023,Widget A,South,652,60,Female,3.239974686
11/8/2023,Widget D,South,467,35,Female,3.955713185
11/9/2023,Widget D,North,246,61,Female,4.250450556
11/10/2023,Widget B,East,211,55,Male,1.514318314
11/11/2023,Widget B,North,714,54,Female,1.073523959
11/12/2023,Widget D,North,657,50,Female,3.758554079
11/13/2023,Widget A,East,593,61,Male,2.205567183
11/14/2023,Widget C,East,604,48,Male,3.503935656
11/15/2023,Widget D,West,574,28,Male,1.602178352
11/16/2023,Widget A,West,935,21,Male,2.876160187
11/17/2023,Widget B,South,989,35,Female,3.017698984
11/18/2023,Widget B,East,370,21,Male,3.340311265
11/19/2023,Widget A,West,520,66,Male,3.052680065
11/20/2023,Widget C,South,996,51,Male,2.982763081
11/21/2023,Widget B,South,806,46,Male,2.330936616
11/22/2023,Widget B,South,466,41,Female,1.284720945
11/23/2023,Widget B,West,379,39,Male,1.358080787
11/24/2023,Widget A,East,382,19,Female,2.735113098
11/25/2023,Widget D,North,139,61,Male,2.423172511
11/26/2023,Widget B,South,288,23,Female,3.064539219
11/27/2023,Widget D,West,263,59,Female,2.219352677
11/28/2023,Widget C,West,635,42,Male,3.751640366
11/29/2023,Widget B,North,635,38,Female,4.455819288
11/30/2023,Widget B,North,103,33,Male,2.195452755
12/1/2023,Widget C,West,934,48,Female,1.771936032
12/2/2023,Widget B,East,389,31,Female,1.464722297
12/3/2023,Widget D,North,532,56,Female,3.465016162
12/4/2023,Widget A,West,570,45,Male,2.775423965
12/5/2023,Widget D,North,280,49,Female,1.752062869
12/6/2023,Widget A,East,347,45,Male,3.612546933
12/7/2023,Widget A,South,727,68,Female,1.593932732
12/8/2023,Widget D,North,378,66,Female,3.217202823
12/9/2023,Widget D,East,976,26,Female,3.108593527
12/10/2023,Widget D,West,680,62,Female,3.936911205
12/11/2023,Widget D,North,962,39,Female,1.22043856
12/12/2023,Widget C,North,353,49,Female,4.551491727
12/13/2023,Widget B,West,280,22,Male,3.811966905
12/14/2023,Widget A,South,929,40,Male,1.864503993
12/15/2023,Widget D,West,780,22,Male,1.733621394
12/16/2023,Widget D,North,924,59,Female,2.726640857
12/17/2023,Widget D,West,608,49,Male,4.270261318
12/18/2023,Widget C,East,860,27,Female,4.371799973
12/19/2023,Widget D,West,799,56,Male,3.081824369
12/20/2023,Widget D,North,665,32,Male,4.443243451
12/21/2023,Widget D,West,425,24,Female,1.021774837
12/22/2023,Widget B,South,456,46,Female,1.140698526
12/23/2023,Widget C,West,924,64,Male,4.647286375
12/24/2023,Widget D,South,749,20,Male,4.10132772
12/25/2023,Widget A,East,779,36,Male,2.802824233
12/26/2023,Widget A,South,490,27,Male,4.014440526
12/27/2023,Widget A,West,714,45,Female,4.822557847
12/28/2023,Widget C,North,184,46,Male,4.088358096
12/29/2023,Widget C,South,416,32,Female,4.369485335
12/30/2023,Widget A,East,311,52,Female,4.042426326
12/31/2023,Widget D,South,614,23,Male,1.67284437
1/1/2024,Widget C,South,483,29,Female,4.334296439
1/2/2024,Widget A,South,790,64,Male,1.78043528
1/3/2024,Widget A,East,441,55,Female,4.570445312
1/4/2024,Widget D,West,914,30,Female,2.834599592
1/5/2024,Widget B,South,943,46,Male,3.707907009
1/6/2024,Widget C,South,137,36,Female,2.988963392
1/7/2024,Widget D,North,610,20,Female,1.375963718
1/8/2024,Widget A,East,519,25,Male,2.16288923
1/9/2024,Widget A,South,850,25,Female,4.934927416
1/10/2024,Widget D,East,268,37,Female,4.842859007
1/11/2024,Widget C,South,442,64,Male,2.281947591
1/12/2024,Widget B,West,925,21,Male,4.985187217
1/13/2024,Widget B,West,405,68,Female,4.382204782
1/14/2024,Widget A,South,641,38,Female,3.443837998
1/15/2024,Widget C,West,801,20,Female,1.160498481
1/16/2024,Widget B,South,968,62,Male,4.605787318
1/17/2024,Widget C,West,636,25,Female,3.229717117
1/18/2024,Widget C,North,211,40,Female,4.473904605
1/19/2024,Widget A,North,510,33,Female,4.33771648
1/20/2024,Widget B,North,305,30,Female,4.332024861
1/21/2024,Widget D,East,284,20,Female,3.792695443
1/22/2024,Widget A,East,481,65,Female,2.165660555
1/23/2024,Widget B,North,595,26,Male,2.344641031
1/24/2024,Widget B,East,478,31,Male,2.23387685
1/25/2024,Widget B,West,146,30,Female,1.080183998
1/26/2024,Widget B,South,985,24,Female,3.330275637
1/27/2024,Widget B,South,839,32,Male,3.795334682
1/28/2024,Widget C,South,650,24,Male,4.415463974
1/29/2024,Widget A,North,627,55,Male,1.560661734
1/30/2024,Widget C,East,603,51,Female,3.176732596
1/31/2024,Widget D,West,121,58,Female,1.032032563
2/1/2024,Widget B,West,312,39,Female,1.380374591
2/2/2024,Widget A,North,409,41,Female,1.216846977
2/3/2024,Widget B,West,760,66,Male,3.901912136
2/4/2024,Widget A,West,852,54,Male,1.324238256
2/5/2024,Widget C,West,371,61,Male,3.865811926
2/6/2024,Widget A,West,670,18,Male,1.998498818
2/7/2024,Widget D,East,898,27,Female,4.510851843
2/8/2024,Widget D,West,301,60,Female,4.252599953
2/9/2024,Widget A,South,131,33,Male,4.83132087
2/10/2024,Widget A,North,542,63,Male,4.535048062
2/11/2024,Widget A,East,261,25,Male,4.733317676
2/12/2024,Widget A,West,866,66,Male,4.434969586
2/13/2024,Widget D,East,353,42,Male,3.773527602
2/14/2024,Widget B,West,620,67,Female,1.681036609
2/15/2024,Widget A,South,750,29,Female,2.086830075
2/16/2024,Widget A,North,579,42,Male,1.850907865
2/17/2024,Widget D,West,109,34,Male,3.414343151
2/18/2024,Widget D,West,825,43,Male,3.014479752
2/19/2024,Widget C,West,604,63,Female,4.468319989
2/20/2024,Widget A,West,884,65,Female,4.810691466
2/21/2024,Widget C,North,935,31,Female,2.619439558
2/22/2024,Widget D,North,659,58,Male,3.025402213
2/23/2024,Widget D,South,535,53,Female,4.886065427
2/24/2024,Widget B,North,210,40,Male,2.104955766
2/25/2024,Widget A,West,252,60,Female,4.169563101
2/26/2024,Widget C,South,734,23,Female,1.900959609
2/27/2024,Widget D,South,968,64,Female,3.725840462
2/28/2024,Widget D,South,201,22,Male,2.014462511
2/29/2024,Widget C,West,852,60,Male,4.534933555
3/1/2024,Widget B,East,932,42,Female,3.245911775
3/2/2024,Widget D,West,290,35,Male,1.743734563
3/3/2024,Widget A,North,828,30,Male,1.897476703
3/4/2024,Widget D,North,662,60,Male,2.975396783
3/5/2024,Widget A,West,903,31,Male,4.846408102
3/6/2024,Widget C,West,180,45,Male,4.078568656
3/7/2024,Widget A,South,588,35,Male,2.953238571
3/8/2024,Widget C,West,994,45,Male,2.350876578
3/9/2024,Widget A,South,187,68,Female,3.197073973
3/10/2024,Widget C,North,293,44,Male,3.993443334
3/11/2024,Widget A,South,203,49,Male,4.135714354
3/12/2024,Widget B,West,882,64,Female,2.298435192
3/13/2024,Widget A,North,195,26,Female,3.884637073
3/14/2024,Widget A,East,522,57,Female,3.63115512
3/15/2024,Widget B,South,990,49,Female,4.836449168
3/16/2024,Widget D,North,297,37,Male,4.724361162
3/17/2024,Widget D,South,100,45,Female,4.157517302
3/18/2024,Widget A,North,506,50,Female,3.893578755
3/19/2024,Widget B,North,477,21,Male,2.096166359
3/20/2024,Widget A,South,266,63,Male,4.383861024
3/21/2024,Widget C,East,608,51,Male,2.710022815
3/22/2024,Widget C,North,737,65,Female,2.08896217
3/23/2024,Widget A,North,412,20,Male,2.536643032
3/24/2024,Widget D,North,692,43,Female,4.34374196
3/25/2024,Widget D,East,517,25,Male,1.594532862
3/26/2024,Widget A,East,862,23,Male,2.824634964
3/27/2024,Widget A,West,780,33,Female,2.969430378
3/28/2024,Widget C,South,576,41,Male,1.14651879
3/29/2024,Widget D,East,172,65,Male,1.782984118
3/30/2024,Widget A,South,240,56,Male,4.306969714
3/31/2024,Widget C,West,681,47,Male,4.323069554
4/1/2024,Widget D,South,361,62,Male,2.169660336
4/2/2024,Widget B,East,439,30,Female,4.499588938
4/3/2024,Widget C,South,407,22,Female,4.087131756
4/4/2024,Widget D,East,344,42,Male,2.671629935
4/5/2024,Widget D,South,614,37,Female,3.993625378
4/6/2024,Widget C,East,436,35,Female,4.845338525
4/7/2024,Widget B,East,674,64,Female,2.835878872
4/8/2024,Widget C,South,660,35,Male,1.953708716
4/9/2024,Widget D,West,175,19,Male,4.767266
4/10/2024,Widget A,North,979,27,Male,3.414977154
4/11/2024,Widget A,West,274,62,Female,1.42106065
4/12/2024,Widget C,South,208,67,Female,3.290731263
4/13/2024,Widget D,West,282,64,Male,3.002323558
4/14/2024,Widget A,East,291,29,Male,4.422355576
4/15/2024,Widget D,North,164,64,Female,3.122780759
4/16/2024,Widget C,South,948,30,Female,2.020929737
4/17/2024,Widget A,South,573,67,Male,3.702576255
4/18/2024,Widget D,South,882,64,Female,3.17030181
4/19/2024,Widget A,North,199,28,Female,1.932178513
4/20/2024,Widget C,East,643,36,Female,3.294511432
4/21/2024,Widget D,South,963,52,Female,4.286142312
4/22/2024,Widget A,West,227,56,Female,1.114283671
4/23/2024,Widget C,South,551,43,Female,3.523404155
4/24/2024,Widget A,South,468,63,Female,2.398340783
4/25/2024,Widget A,South,950,31,Male,2.170685783
4/26/2024,Widget B,South,142,62,Male,2.570351001
4/27/2024,Widget B,East,983,61,Female,2.368090657
4/28/2024,Widget C,West,518,41,Female,4.328956427
4/29/2024,Widget B,East,587,58,Female,2.099191243
4/30/2024,Widget C,West,177,18,Male,3.932612092
5/1/2024,Widget B,South,925,68,Male,1.376239281
5/2/2024,Widget A,North,900,60,Female,4.80558549
5/3/2024,Widget C,East,369,39,Male,3.489266549
5/4/2024,Widget C,North,773,40,Female,3.826874308
5/5/2024,Widget A,East,800,36,Female,2.192157328
5/6/2024,Widget C,South,858,35,Female,2.648386275
5/7/2024,Widget C,East,999,29,Female,1.895113545
5/8/2024,Widget B,South,827,45,Female,4.730144343
5/9/2024,Widget C,East,414,45,Female,2.952417788
5/10/2024,Widget D,South,950,50,Female,3.521792463
5/11/2024,Widget A,South,988,36,Male,3.937088122
5/12/2024,Widget B,West,267,45,Female,2.484424364
5/13/2024,Widget B,South,438,69,Male,3.880406618
5/14/2024,Widget D,West,292,66,Female,3.703969959
5/15/2024,Widget A,South,552,54,Female,3.822637335
5/16/2024,Widget A,North,382,43,Male,2.956919601
5/17/2024,Widget B,South,435,52,Male,2.531749529
5/18/2024,Widget C,North,489,51,Female,1.888328753
5/19/2024,Widget B,North,624,52,Male,4.298505411
5/20/2024,Widget A,South,339,57,Female,3.433400186
5/21/2024,Widget D,North,931,33,Female,2.777408784
5/22/2024,Widget B,West,582,55,Male,4.775983627
5/23/2024,Widget A,East,758,30,Male,1.19135525
5/24/2024,Widget B,South,815,40,Male,4.400687781
5/25/2024,Widget C,North,691,39,Male,4.990330372
5/26/2024,Widget B,South,990,33,Female,4.547768444
5/27/2024,Widget B,West,654,45,Male,4.241746342
5/28/2024,Widget A,South,557,65,Male,2.497223974
5/29/2024,Widget A,South,188,52,Male,1.925256729
5/30/2024,Widget A,North,759,62,Male,3.939402082
5/31/2024,Widget B,West,194,63,Male,2.218301465
6/1/2024,Widget C,East,551,25,Female,1.704158729
6/2/2024,Widget D,East,527,61,Female,4.146103548
6/3/2024,Widget D,North,250,39,Male,2.250174609
6/4/2024,Widget A,South,613,38,Male,4.657766918
6/5/2024,Widget A,North,475,43,Female,4.362530579
6/6/2024,Widget B,North,121,57,Male,4.390561318
6/7/2024,Widget D,North,982,38,Female,4.086278904
6/8/2024,Widget A,South,412,42,Female,4.523525695
6/9/2024,Widget C,West,939,58,Male,4.222987569
6/10/2024,Widget C,North,618,18,Female,3.410045454
6/11/2024,Widget A,South,305,23,Male,2.183290874
6/12/2024,Widget A,West,474,40,Male,4.552836773
6/13/2024,Widget D,North,550,68,Female,4.362414491
6/14/2024,Widget D,East,725,40,Female,2.891517289
6/15/2024,Widget B,West,883,60,Male,1.156314744
6/16/2024,Widget D,North,694,60,Female,3.55417491
6/17/2024,Widget C,West,278,40,Male,1.202387415
6/18/2024,Widget C,West,309,49,Female,4.705119847
6/19/2024,Widget A,West,599,47,Female,4.846525027
6/20/2024,Widget D,West,563,30,Male,1.757960584
6/21/2024,Widget B,West,939,60,Male,3.705557512
6/22/2024,Widget C,West,223,35,Male,1.369076018
6/23/2024,Widget C,North,212,40,Female,3.918067714
6/24/2024,Widget B,East,111,32,Male,2.389150665
6/25/2024,Widget B,South,225,50,Male,3.724200447
6/26/2024,Widget C,West,664,38,Female,2.491506037
6/27/2024,Widget C,South,430,56,Female,1.582270039
6/28/2024,Widget B,North,382,40,Male,2.624439922
6/29/2024,Widget C,West,239,44,Male,1.450694107
6/30/2024,Widget A,East,500,62,Male,3.3075331
7/1/2024,Widget A,South,196,61,Male,1.163806129
7/2/2024,Widget B,West,616,35,Female,3.109278718
7/3/2024,Widget D,North,668,41,Female,4.545474588
7/4/2024,Widget B,East,945,68,Male,4.35149308
7/5/2024,Widget B,South,168,64,Male,4.531126799
7/6/2024,Widget D,South,217,57,Male,4.688195209
7/7/2024,Widget D,West,987,68,Female,1.418111552
7/8/2024,Widget D,East,158,59,Male,1.514988812
7/9/2024,Widget A,East,132,24,Male,3.228027225
7/10/2024,Widget C,East,417,67,Female,4.575890674
7/11/2024,Widget A,East,149,65,Female,4.897397826
7/12/2024,Widget C,North,979,37,Male,1.185047669
7/13/2024,Widget A,East,588,44,Male,2.423096337
7/14/2024,Widget C,South,118,23,Female,1.851577019
7/15/2024,Widget A,South,825,44,Male,4.023863396
7/16/2024,Widget D,North,296,26,Male,3.560775474
7/17/2024,Widget B,South,990,62,Female,1.479552126
7/18/2024,Widget A,South,549,48,Female,2.934088269
7/19/2024,Widget C,East,658,38,Female,3.741762089
7/20/2024,Widget D,South,778,43,Male,4.116021576
7/21/2024,Widget A,North,551,57,Female,1.080210839
7/22/2024,Widget A,East,388,65,Female,4.561878296
7/23/2024,Widget D,West,240,62,Male,3.277125532
7/24/2024,Widget A,East,183,30,Male,4.24763646
7/25/2024,Widget B,North,793,66,Female,4.23175212
7/26/2024,Widget A,East,490,40,Female,1.759410641
7/27/2024,Widget B,East,690,37,Male,1.440688481
7/28/2024,Widget B,North,314,54,Male,3.885149076
7/29/2024,Widget D,East,625,45,Female,1.625707675
7/30/2024,Widget A,North,314,34,Female,4.399749966
7/31/2024,Widget D,North,502,45,Male,3.904757935
8/1/2024,Widget A,West,227,58,Female,4.367301457
8/2/2024,Widget A,South,921,19,Male,2.196050718
8/3/2024,Widget C,South,576,42,Female,2.266392242
8/4/2024,Widget A,East,859,67,Male,3.684886225
8/5/2024,Widget D,East,503,58,Male,1.12578382
8/6/2024,Widget B,West,128,23,Female,3.905986985
8/7/2024,Widget A,West,891,28,Female,4.343132283
8/8/2024,Widget C,West,437,55,Male,2.660654346
8/9/2024,Widget D,North,930,23,Female,4.05951532
8/10/2024,Widget A,West,813,62,Female,1.698443668
8/11/2024,Widget D,West,460,28,Female,2.289041575
8/12/2024,Widget C,East,668,31,Male,4.897219852
8/13/2024,Widget C,West,491,19,Female,4.945312694
8/14/2024,Widget D,North,317,57,Female,3.050420212
8/15/2024,Widget A,North,673,20,Male,4.737079166
8/16/2024,Widget B,East,768,52,Female,3.090922712
8/17/2024,Widget C,West,301,50,Female,2.166352513
8/18/2024,Widget A,West,116,41,Male,2.067597152
8/19/2024,Widget A,North,421,36,Male,4.718022821
8/20/2024,Widget B,West,617,35,Female,1.689785556
8/21/2024,Widget C,West,669,66,Female,3.318529833
8/22/2024,Widget C,West,424,69,Male,3.222100272
8/23/2024,Widget A,South,511,41,Male,3.958486739
8/24/2024,Widget A,East,417,62,Female,2.99697163
8/25/2024,Widget B,South,780,52,Female,2.089142643
8/26/2024,Widget B,East,181,18,Female,1.677585999
8/27/2024,Widget C,North,573,53,Male,3.483275214
8/28/2024,Widget D,West,567,42,Female,3.875963027
8/29/2024,Widget C,East,524,62,Male,3.278085115
8/30/2024,Widget A,South,830,66,Male,3.953405108
8/31/2024,Widget C,West,788,60,Male,1.56608481
9/1/2024,Widget D,North,303,51,Female,4.52988078
9/2/2024,Widget B,East,682,42,Female,3.329582034
9/3/2024,Widget D,East,486,33,Female,1.507375708
9/4/2024,Widget D,East,877,51,Male,2.847700817
9/5/2024,Widget D,West,197,46,Female,4.379166951
9/6/2024,Widget B,South,444,36,Male,4.590248774
9/7/2024,Widget D,South,902,40,Male,2.05859802
9/8/2024,Widget D,East,307,36,Male,3.845063299
9/9/2024,Widget D,North,613,42,Male,1.39994099
9/10/2024,Widget A,North,735,33,Male,1.134183486
9/11/2024,Widget D,South,891,68,Male,3.241595815
9/12/2024,Widget B,North,685,26,Female,3.779310317
9/13/2024,Widget D,South,265,18,Male,4.183146925
9/14/2024,Widget D,East,121,59,Female,2.360864954
9/15/2024,Widget B,South,253,36,Male,1.026101642
9/16/2024,Widget D,South,538,50,Female,2.918076948
9/17/2024,Widget B,East,394,51,Female,1.063414181
9/18/2024,Widget D,North,318,33,Female,1.367938043
9/19/2024,Widget B,South,768,61,Female,2.30675609
9/20/2024,Widget D,South,594,57,Male,2.748688198
9/21/2024,Widget D,East,329,35,Male,2.117877765
9/22/2024,Widget A,North,119,51,Male,3.327461066
9/23/2024,Widget A,South,652,42,Male,1.221399157
9/24/2024,Widget D,East,247,62,Female,1.578318841
9/25/2024,Widget D,South,207,23,Female,3.781033603
9/26/2024,Widget C,West,502,38,Female,1.568563414
9/27/2024,Widget B,East,695,23,Male,3.559100806
9/28/2024,Widget C,North,582,49,Female,1.218738483
9/29/2024,Widget A,North,466,58,Male,2.629529116
9/30/2024,Widget A,North,933,65,Female,1.70963788
10/1/2024,Widget A,North,513,60,Female,1.43854513
10/2/2024,Widget A,South,408,56,Female,3.268131134
10/3/2024,Widget D,South,901,48,Female,4.713343088
10/4/2024,Widget A,North,934,59,Female,1.219148192
10/5/2024,Widget D,North,233,27,Male,2.686216993
10/6/2024,Widget D,North,818,47,Female,3.830141751
10/7/2024,Widget A,South,382,69,Male,2.850751327
10/8/2024,Widget A,North,877,35,Male,4.225983784
10/9/2024,Widget B,North,172,41,Male,1.718581263
10/10/2024,Widget C,West,580,69,Male,4.83837682
10/11/2024,Widget A,West,451,26,Male,2.540650511
10/12/2024,Widget B,North,659,48,Male,2.366278532
10/13/2024,Widget B,East,425,32,Male,4.498423178
10/14/2024,Widget C,North,844,21,Male,3.255468128
10/15/2024,Widget D,West,542,57,Female,3.065777368
10/16/2024,Widget A,East,199,26,Female,3.907911678
10/17/2024,Widget C,East,158,62,Male,3.319336953
10/18/2024,Widget A,North,607,26,Male,1.650062579
10/19/2024,Widget B,West,357,43,Male,3.696790491
10/20/2024,Widget B,West,512,21,Female,1.533875517
10/21/2024,Widget D,East,551,34,Female,4.223430821
10/22/2024,Widget B,North,164,33,Male,4.958946391
10/23/2024,Widget B,South,694,32,Male,2.5095505
10/24/2024,Widget C,South,253,52,Female,2.779023593
10/25/2024,Widget A,West,365,69,Female,1.185734622
10/26/2024,Widget A,South,920,22,Male,1.054932752
10/27/2024,Widget C,West,178,22,Male,4.68567734
10/28/2024,Widget D,West,414,37,Male,1.514496242
